team,url,ncaa_id,stats_name,twitter,team_state,conference,division
Notre Dame (MD),https://notredamegators.com/sports/womens-basketball,8600,Notre Dame (MD),,MD,United East,III
Saint Joseph (CT),https://www.usjbluejays.com/sports/wbkb/index,8687,Saint Joseph (CT),,CT,Great Northeast,III
Eastern,https://goeasterneagles.com/sports/womens-basketball,8968,Eastern,,PA,MAC Commonwealth,III
MUW,https://owlsathletics.com/sports/womens-basketball,431,MUW,,MS,SLIAC,III
Adrian,https://adrianbulldogs.com/sports/womens-basketball,4,Adrian,,MI,Michigan Intercol. Ath. Assn.,III
Amherst,https://athletics.amherst.edu/sports/womens-basketball,24,Amherst,,MA,NESCAC,III
Anna Maria,https://www.goamcats.com/sports/wbkb/index,26,Anna Maria,,MA,Great Northeast,III
Beloit,https://beloitcollegeathletics.com/sports/womens-basketball,53,Beloit,,WI,MWC,III
Warren Wilson,https://warrenwilsonowls.com/sports/womens-basketball,30236,Warren Wilson,,NC,C2C,III
Asbury,https://asburyeagles.com/sports/womens-basketball,30243,Asbury,,KY,CCS,III
Bridgewater St.,https://www.bsubears.com/sports/wbkb/index,76,Bridgewater St.,,MA,MASCAC,III
Cal Lutheran,https://clusports.com/sports/womens-basketball,105,Cal Lutheran,,CA,SCIAC,III
Central (IA),https://athletics.central.edu/sports/womens-basketball,126,Central (IA),,IA,American Rivers,III
Chapman,https://athletics.chapman.edu/sports/womens-basketball,134,Chapman,,CA,SCIAC,III
Medgar Evers,https://mecathletics.com/sports/womens-basketball,403,Medgar Evers,,NY,CUNYAC,III
Methodist,https://mumonarchs.com/sports/womens-basketball,412,Methodist,,NC,USA South,III
Greensboro,https://greensborocollegesports.com/sports/womens-basketball,263,Greensboro,,NC,USA South,III
Haverford,https://haverfordathletics.com/sports/womens-basketball,276,Haverford,,PA,Centennial,III
Lehman,https://lehmanathletics.com/sports/womens-basketball,279,Lehman,,NY,CUNYAC,III
Immaculata,https://gomightymacs.com/sports/womens-basketball,303,Immaculata,,PA,Atlantic East,III
VTSU-Johnson,https://www.nvubadgers.com/sports/wbkb/index,324,VTSU-Johnson,,VT,North Atlantic,III
Kean,https://keanathletics.com/sports/womens-basketball,329,Kean,,NJ,NJAC,III
Maryville (TN),https://mcscots.com/sports/womens-basketball,396,Maryville (TN),,TN,CCS,III
Rutgers-Camden,https://scarletraptors.com/sports/womens-basketball,588,Rutgers-Camden,,NJ,NJAC,III
SUNY Poly,https://wildcats.sunypoly.edu/sports/womens-basketball,9500,SUNY Poly,,NY,Empire 8,III
Fontbonne,https://www.fontbonnegriffins.com/sports/wbkb/index,11538,Fontbonne,,MO,SLIAC,III
Gwynedd Mercy,https://gwyneddathletics.com/sports/womens-basketball,12399,Gwynedd Mercy,,PA,Atlantic East,III
Wilson,https://wilsonphoenix.com/sports/womens-basketball,12973,Wilson,,PA,United East,III
Wesleyan (GA),https://wesleyanathletics.com/sports/womens-basketball,14718,Wesleyan (GA),,GA,CCS,III
Rosemont,https://rosemont-ravens.com/sports/womens-basketball,15882,Rosemont,,PA,United East,III
Rivier,https://rivierathletics.com/sports/womens-basketball,18422,Rivier,,NH,Great Northeast,III
Lewis & Clark,https://lcpioneers.com/sports/womens-basketball,22235,Lewis & Clark,,OR,NWC,III
Spalding,https://spaldingathletics.com/sports/womens-basketball,23260,Spalding,,KY,SLIAC,III
Trinity Washington,https://discover.trinitydc.edu/athletics/team/basketball/,23413,Trinity Washington,,DC,DIII Independent,III
Alverno,https://athletics.alverno.edu/sports/womens-basketball,28746,Alverno,,WI,NACC,III
Purchase,https://www.purchasecollegeathletics.com/sports/womens-basketball,30029,Purchase,,NY,Skyline,III
Mount Mary,https://mtmaryathletics.com/sports/wbkb/index,30033,Mount Mary,,WI,C2C,III
Me.-Presque Isle,https://owls.umpi.edu/sports/womens-basketball,30040,Me.-Presque Isle,,ME,North Atlantic,III
Penn St.-Berks,https://psuberksathletics.com/sports/womens-basketball,30044,Penn St.-Berks,,PA,United East,III
St. Joseph's (Brkln),https://sjbkathletics.com/sports/womens-basketball,30072,St. Joseph's (Brkln),,NY,Skyline,III
Alfred St.,https://alfredstateathletics.com/sports/womens-basketball,30170,Alfred St.,,NY,AMCC,III
IIT,https://illinoistechathletics.com/sports/womens-basketball,502260,IIT,,IL,NACC,III
U New England,https://athletics.une.edu/sports/womens-basketball,1255,U New England,,ME,CNE,III
Northland,https://northlandcollegesports.com/sports/womens-basketball,1267,Northland,,WI,UMAC,III
Pacific Lutheran,https://golutes.com/sports/womens-basketball,1297,Pacific Lutheran,,WA,NWC,III
Stockton,https://stocktonathletics.com/sports/womens-basketball,681,Stockton,,NJ,NJAC,III
Utica,https://uticapioneers.com/sports/womens-basketball,733,Utica,,NY,Empire 8,III
Lyon,https://lyonscots.com/sports/womens-basketball,22989,Lyon,,AR,SLIAC,III
Carlow,https://athletics.carlow.edu/sports/wbkb/index,30253,Carlow,,PA,AMCC,III
Brooklyn,https://www.brooklyncollegeathletics.com/sports/womens-basketball,79,Brooklyn,,NY,CUNYAC,III
SUNY New Paltz,https://nphawks.com/sports/womens-basketball,475,SUNY New Paltz,,NY,SUNYAC,III
Framingham St.,https://www.fsurams.com/sports/wbkb/index,238,Framingham St.,,MA,MASCAC,III
New Jersey City,https://njcugothicknights.com/sports/womens-basketball,319,New Jersey City,,NJ,NJAC,III
Maine Maritime,https://marinersports.org/sports/womens-basketball,378,Maine Maritime,,ME,North Atlantic,III
St. Joseph's (ME),https://gomonks.com/sports/womens-basketball,605,St. Joseph's (ME),,ME,Great Northeast,III
Penn St. Brandywine,https://www.psubrandywineathletics.com/sports/wbkb/index,30189,Penn St. Brandywine,,PA,United East,III
