"ncaa_id","team","player_id","name","year","hometown","homestate","high_school","previous_school_clean","height_clean","position","jersey","url","season","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean"
523,"Old Dominion",5391,"Maggie Robinson","Graduate Student","Mobile","Ala","W.P. Davidson",,"6'0""","Forward","20","https://www.odusports.com/sports/womens-basketball/roster/maggie-robinson/5391","2020-21","VA","Sun Belt","I",6,0,72,"FORWARD",,"FORWARD","Graduate Student",0,"W.P. Davidson","MOBILE, ALA","AL","USA"
523,"Old Dominion",5394,"Amari Young","Junior","North Augusta","SC.","North Augusta",,"5'11""","Forward","23","https://www.odusports.com/sports/womens-basketball/roster/amari-young/5394","2020-21","VA","Sun Belt","I",5,11,71,"FORWARD",,"FORWARD","Junior",0,"North Augusta","NORTH AUGUSTA, SC","SC","USA"
523,"Old Dominion",5392,"Mackenzie Smith","Redshirt Freshman","Syracuse","NY.","West Genesee",,"5'8""","Guard","24","https://www.odusports.com/sports/womens-basketball/roster/mackenzie-smith/5392","2020-21","VA","Sun Belt","I",5,8,68,"GUARD",,"GUARD","Freshman",1,"West Genesee","SYRACUSE, NY","NY","USA"
523,"Old Dominion",5506,"Skylah Travis","Freshman","Weldon","NC.","Weldon",,"6'3""","Center","25","https://www.odusports.com/sports/womens-basketball/roster/skylah-travis/5506","2020-21","VA","Sun Belt","I",6,3,75,"CENTER",,"CENTER","Freshman",0,"Weldon","WELDON, NC","NC","USA"
523,"Old Dominion",5393,"Ajah Wayne","Junior","Birmingham","Ala","Ramsay",,"5'10""","Guard/Forward","3","https://www.odusports.com/sports/womens-basketball/roster/ajah-wayne/5393","2020-21","VA","Sun Belt","I",5,10,70,"GUARD","FORWARD","GUARD/FORWARD","Junior",0,"Ramsay","BIRMINGHAM, ALA","AL","USA"
523,"Old Dominion",5390,"Marie Reichert","Sophomore","Kassel","Germany",,,"6'2""","Forward","31","https://www.odusports.com/sports/womens-basketball/roster/marie-reichert/5390","2020-21","VA","Sun Belt","I",6,2,74,"FORWARD",,"FORWARD","Sophomore",0,,"KASSEL, GERMANY",,"GERMANY"
523,"Old Dominion",5387,"Aziah Hudson","Junior","Baldwin","NY.","Baldwin",,"5'6""","Guard","4","https://www.odusports.com/sports/womens-basketball/roster/aziah-hudson/5387","2020-21","VA","Sun Belt","I",5,6,66,"GUARD",,"GUARD","Junior",0,"Baldwin","BALDWIN, NY","NY","USA"
523,"Old Dominion",5388,"Victoria Morris","Senior","Cincinnati","Ohio","North College Hill",,"5'8""","Guard","5","https://www.odusports.com/sports/womens-basketball/roster/victoria-morris/5388","2020-21","VA","Sun Belt","I",5,8,68,"GUARD",,"GUARD","Senior",0,"North College Hill","CINCINNATI, OHIO","OH","USA"
525,"Olivet",,"Kaycee Shannon","Fr.","Jackson","Michigan","Michigan Center",,"5-9","G","1","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/shannon_kaycee_lfpp","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD",,"GUARD","Freshman",0,"Michigan Center","JACKSON, MI","MI","USA"
525,"Olivet",,"Brianna Alexander","So.","Muskegon","Michigan","Muskegon",,"5-4","PG","10","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/alexander_brianna_lz78","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,4,64,"GUARD",,"GUARD","Sophomore",0,"Muskegon","MUSKEGON, MI","MI","USA"
525,"Olivet",,"Zara Weber","So.","Kent City","Michigan","Kent City",,"5-10","G","11","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/weber_zara_lm05","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,10,70,"GUARD",,"GUARD","Sophomore",0,"Kent City","KENT CITY, MI","MI","USA"
525,"Olivet",,"Fayth Talbert","Sr.","Grand Rapids","Michigan","Central",,"6-3","C","12","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/talbert_fayth_i72y","2020-21","MI","Michigan Intercol. Ath. Assn.","III",6,3,75,"CENTER",,"CENTER","Senior",0,"Central","GRAND RAPIDS, MI","MI","USA"
525,"Olivet",,"Zoee Zatarga","Fr.","Ludington","Michigan","Ludington",,"5-11","F","21","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/zatarga_zoee_jrwj","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,11,71,"FORWARD",,"FORWARD","Freshman",0,"Ludington","LUDINGTON, MI","MI","USA"
525,"Olivet",,"Rachel Swartz","So.","Battle Creek","Michigan","Pennfield",,"6-0","F","25","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/swartz_rachel_wxtq","2020-21","MI","Michigan Intercol. Ath. Assn.","III",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,"Pennfield","BATTLE CREEK, MI","MI","USA"
525,"Olivet",,"Alicia Bullaro","Jr.","St. Clair Shores","Michigan","Lakeview",,"5-6","G","3","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/bullaro_alicia_1wp3","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,6,66,"GUARD",,"GUARD","Junior",0,"Lakeview","ST CLAIR SHORES, MI","MI","USA"
525,"Olivet",,"Kim Buie","Sr.","Adrian","Michigan","Adrian",,"6-3","C","32","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/buie_kim_zv79","2020-21","MI","Michigan Intercol. Ath. Assn.","III",6,3,75,"CENTER",,"CENTER","Senior",0,"Adrian","ADRIAN, MI","MI","USA"
525,"Olivet",,"Savannah Pavoni","Fr.","Zanesfield","Ohio","Benjamin Logan",,"5-10","G","33","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/pavoni_savannah_kn0w","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,10,70,"GUARD",,"GUARD","Freshman",0,"Benjamin Logan","ZANESFIELD, OHIO","OH","USA"
525,"Olivet",,"Sydnee Dennis","Sr.","Haslett","Michigan","Haslett",,"5-10","G","34","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/dennis_sydnee_ilt6","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,10,70,"GUARD",,"GUARD","Senior",0,"Haslett","HASLETT, MI","MI","USA"
525,"Olivet",,"DeeDee Post","Sr.","Columbus","Ohio","Westerville North",,"5-9","G","4","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/post_deedee_nb82","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD",,"GUARD","Senior",0,"Westerville North","COLUMBUS, OHIO","OH","USA"
525,"Olivet",,"Alexis Rhodes","So.","Mishawaka","Ind","Brandywine",,"5-11","F","42","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/rhodes_alexis_pwew","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Brandywine","MISHAWAKA, IND","IN","USA"
525,"Olivet",,"Logan Kyre","Sr.","Charlotte","Michigan","Olivet",,"5-9","G","5","https://www.olivetcomets.com/sports/wbkb/2020-21/bios/kyre_logan_3i7z","2020-21","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD",,"GUARD","Senior",0,"Olivet","CHARLOTTE, MI","MI","USA"
526,"SUNY Oneonta",12014,"Caitlin Mullin","Freshman","Rockaway Beach","New York","Xavarian",,"5'7""","Guard","0","https://www.oneontaathletics.com/sports/womens-basketball/roster/caitlin-mullin/12014","2020-21","NY","SUNYAC","III",5,7,67,"GUARD",,"GUARD","Freshman",0,"Xavarian","ROCKAWAY BEACH, NY","NY","USA"
526,"SUNY Oneonta",12004,"Brittany Claud","Junior","West Babylon","New York","West Babylon",,"5'8""","Guard","1","https://www.oneontaathletics.com/sports/womens-basketball/roster/brittany-claud/12004","2020-21","NY","SUNYAC","III",5,8,68,"GUARD",,"GUARD","Junior",0,"West Babylon","WEST BABYLON, NY","NY","USA"
526,"SUNY Oneonta",12015,"Ashley Seymour","Freshman","Wappingers Falls","New York","Our Lady of Lourdes",,"5'6""","Guard","11","https://www.oneontaathletics.com/sports/womens-basketball/roster/ashley-seymour/12015","2020-21","NY","SUNYAC","III",5,6,66,"GUARD",,"GUARD","Freshman",0,"Our Lady of Lourdes","WAPPINGERS FALLS, NY","NY","USA"
526,"SUNY Oneonta",12016,"Molly Stephens","Freshman","LaGrange","New York","Arlington",,"5'8""","Guard","12","https://www.oneontaathletics.com/sports/womens-basketball/roster/molly-stephens/12016","2020-21","NY","SUNYAC","III",5,8,68,"GUARD",,"GUARD","Freshman",0,"Arlington","LAGRANGE, NY","NY","USA"
526,"SUNY Oneonta",12013,"Jenna Harclerode","Freshman","Sayville","New York","Sayville",,"5'10""","Forward","14","https://www.oneontaathletics.com/sports/womens-basketball/roster/jenna-harclerode/12013","2020-21","NY","SUNYAC","III",5,10,70,"FORWARD",,"FORWARD","Freshman",0,"Sayville","SAYVILLE, NY","NY","USA"
526,"SUNY Oneonta",12005,"Clara Culeton","Senior","Oswego","New York","Oswego",,"6'0""","Forward","2","https://www.oneontaathletics.com/sports/womens-basketball/roster/clara-culeton/12005","2020-21","NY","SUNYAC","III",6,0,72,"FORWARD",,"FORWARD","Senior",0,"Oswego","OSWEGO, NY","NY","USA"
526,"SUNY Oneonta",12007,"Meg Nardelli","Sophomore","Wappingers Falls","New York","Roy C. Ketcham",,"5'10""","Guard","21","https://www.oneontaathletics.com/sports/womens-basketball/roster/meg-nardelli/12007","2020-21","NY","SUNYAC","III",5,10,70,"GUARD",,"GUARD","Sophomore",0,"Roy C. Ketcham","WAPPINGERS FALLS, NY","NY","USA"
526,"SUNY Oneonta",12010,"Sarah Snyder","Junior","Utica","New York","Utica Notre Dame",,"5'9""","Guard","22","https://www.oneontaathletics.com/sports/womens-basketball/roster/sarah-snyder/12010","2020-21","NY","SUNYAC","III",5,9,69,"GUARD",,"GUARD","Junior",0,"Utica Notre Dame","UTICA, NY","NY","USA"
526,"SUNY Oneonta",12003,"Maya Bernsley","Senior","Monroe","New York","Monroe Woodbury",,"5'9""","Guard","23","https://www.oneontaathletics.com/sports/womens-basketball/roster/maya-bernsley/12003","2020-21","NY","SUNYAC","III",5,9,69,"GUARD",,"GUARD","Senior",0,"Monroe Woodbury","MONROE, NY","NY","USA"
526,"SUNY Oneonta",12008,"Lauren Obermayer","Sophomore","East Greenbush","New York","Columbia",,"5'11""","Forward","25","https://www.oneontaathletics.com/sports/womens-basketball/roster/lauren-obermayer/12008","2020-21","NY","SUNYAC","III",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Columbia","EAST GREENBUSH, NY","NY","USA"
526,"SUNY Oneonta",12009,"Megan Palmatier","Junior","Bainbridge","New York","Bainbridge-Guilford",,"5'8""","Forward","3","https://www.oneontaathletics.com/sports/womens-basketball/roster/megan-palmatier/12009","2020-21","NY","SUNYAC","III",5,8,68,"FORWARD",,"FORWARD","Junior",0,"Bainbridge-Guilford","BAINBRIDGE, NY","NY","USA"
526,"SUNY Oneonta",12018,"Adrienna Solomon","Freshman","Watkins Glen","New York","Watkins Glen",,"5'9""","Forward","32","https://www.oneontaathletics.com/sports/womens-basketball/roster/adrienna-solomon/12018","2020-21","NY","SUNYAC","III",5,9,69,"FORWARD",,"FORWARD","Freshman",0,"Watkins Glen","WATKINS GLEN, NY","NY","USA"
526,"SUNY Oneonta",12011,"Elizabeth Thompson","Sophomore","Morris","New York","Morris",,"6'0""","Forward","33","https://www.oneontaathletics.com/sports/womens-basketball/roster/elizabeth-thompson/12011","2020-21","NY","SUNYAC","III",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,"Morris","MORRIS, NY","NY","USA"
526,"SUNY Oneonta",12006,"Olivia Dobrovosky","Sophomore","Skaneateles","New York","Skaneateles",,"5'7""","Guard","34","https://www.oneontaathletics.com/sports/womens-basketball/roster/olivia-dobrovosky/12006","2020-21","NY","SUNYAC","III",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Skaneateles","SKANEATELES, NY","NY","USA"
526,"SUNY Oneonta",12012,"Sydney Trumble","Senior","Ithaca","New York","Ithaca",,"5'5""","Guard","5","https://www.oneontaathletics.com/sports/womens-basketball/roster/sydney-trumble/12012","2020-21","NY","SUNYAC","III",5,5,65,"GUARD",,"GUARD","Senior",0,"Ithaca","ITHACA, NY","NY","USA"
527,"Oral Roberts",4418,"Tyaija Coleman","Freshman","Arlington","Texas","Trinity Christian School",,"5'9""","G","0","https://www.oruathletics.com/sports/womens-basketball/roster/tyaija-coleman/4418","2020-21","OK","Summit League","I",5,9,69,"GUARD",,"GUARD","Freshman",0,"Trinity Christian School","ARLINGTON, TEXAS","TX","USA"
527,"Oral Roberts",4417,"Nena Taylor","Sophomore","Parsons","Kan","Parsons HS",,"5'8""","G","1","https://www.oruathletics.com/sports/womens-basketball/roster/nena-taylor/4417","2020-21","OK","Summit League","I",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Parsons HS","PARSONS, KAN","KS","USA"
527,"Oral Roberts",4423,"Bo Teulings","Sophomore","S-Hertogenbosch","The Netherlands","Maurick College Vught",,"6'0""","F","10","https://www.oruathletics.com/sports/womens-basketball/roster/bo-teulings/4423","2020-21","OK","Summit League","I",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,"Maurick College Vught","S HERTOGENBOSCH, THE NETHERLANDS",,"NETHERLANDS"
527,"Oral Roberts",4416,"Gem Summers","Sophomore","Tulsa","Okla","Victory Christian",,"5'9""","G","11","https://www.oruathletics.com/sports/womens-basketball/roster/gem-summers/4416","2020-21","OK","Summit League","I",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Victory Christian","TULSA, OKLA","OK","USA"
527,"Oral Roberts",4424,"Camryn Hill","Freshman","Dallas","Texas","South Grand Prairie HS",,"5'11""","G","12","https://www.oruathletics.com/sports/womens-basketball/roster/camryn-hill/4424","2020-21","OK","Summit League","I",5,11,71,"GUARD",,"GUARD","Freshman",0,"South Grand Prairie HS","DALLAS, TEXAS","TX","USA"
527,"Oral Roberts",4425,"Ariel Walker","Junior","Ozark","Ark","Ozark HS","Allen CC","5'5""","G","14","https://www.oruathletics.com/sports/womens-basketball/roster/ariel-walker/4425","2020-21","OK","Summit League","I",5,5,65,"GUARD",,"GUARD","Junior",0,"Ozark HS","OZARK, ARK","AR","USA"
527,"Oral Roberts",4419,"Tierney Coleman","Freshman","Arlington","Texas","Trinity Christian School",,"5'9""","G","2","https://www.oruathletics.com/sports/womens-basketball/roster/tierney-coleman/4419","2020-21","OK","Summit League","I",5,9,69,"GUARD",,"GUARD","Freshman",0,"Trinity Christian School","ARLINGTON, TEXAS","TX","USA"
527,"Oral Roberts",4415,"Regan Schumacher","Senior","Olathe","Kan","Olathe East HS",,"6'2""","C","20","https://www.oruathletics.com/sports/womens-basketball/roster/regan-schumacher/4415","2020-21","OK","Summit League","I",6,2,74,"CENTER",,"CENTER","Senior",0,"Olathe East HS","OLATHE, KAN","KS","USA"
527,"Oral Roberts",4426,"Sinetra Jones","Sophomore","Memphis","Tenn","Manassas HS","Dyersburg CC","6'5""","C","21","https://www.oruathletics.com/sports/womens-basketball/roster/sinetra-jones/4426","2020-21","OK","Summit League","I",6,5,77,"CENTER",,"CENTER","Sophomore",0,"Manassas HS","MEMPHIS, TENN","TN","USA"
527,"Oral Roberts",4427,"Faith Paramore","Freshman","Haven","Kan","Haven HS",,"5'11""","F","22","https://www.oruathletics.com/sports/womens-basketball/roster/faith-paramore/4427","2020-21","OK","Summit League","I",5,11,71,"FORWARD",,"FORWARD","Freshman",0,"Haven HS","HAVEN, KAN","KS","USA"
527,"Oral Roberts",4428,"Courtlyn Loudermill","Freshman","Kileen","Texas","Hebron HS",,"5'7""","G","24","https://www.oruathletics.com/sports/womens-basketball/roster/courtlyn-loudermill/4428","2020-21","OK","Summit League","I",5,7,67,"GUARD",,"GUARD","Freshman",0,"Hebron HS","KILEEN, TEXAS","TX","USA"
527,"Oral Roberts",4420,"Corrie Anderson","Freshman","Colorado Springs","Colo","Colorado Springs Christian School",,"5'8""","G","3","https://www.oruathletics.com/sports/womens-basketball/roster/corrie-anderson/4420","2020-21","OK","Summit League","I",5,8,68,"GUARD",,"GUARD","Freshman",0,"Colorado Springs Christian School","COLORADO SPRINGS, COLO","CO","USA"
527,"Oral Roberts",4429,"Addisyn Moore","Freshman","Dallas","Texas","Trinity Christian School",,"6'0""","F","32","https://www.oruathletics.com/sports/womens-basketball/roster/addisyn-moore/4429","2020-21","OK","Summit League","I",6,0,72,"FORWARD",,"FORWARD","Freshman",0,"Trinity Christian School","DALLAS, TEXAS","TX","USA"
527,"Oral Roberts",4414,"Keni Jo Lippe","Senior","Adair","Okla","Adair HS",,"5'9""","G","33","https://www.oruathletics.com/sports/womens-basketball/roster/keni-jo-lippe/4414","2020-21","OK","Summit League","I",5,9,69,"GUARD",,"GUARD","Senior",0,"Adair HS","ADAIR, OKLA","OK","USA"
527,"Oral Roberts",4421,"Hannah Giddey","Freshman","Melbourne","Victoria, Australia","Albert Park College",,"6'1""","F","4","https://www.oruathletics.com/sports/womens-basketball/roster/hannah-giddey/4421","2020-21","OK","Summit League","I",6,1,73,"FORWARD",,"FORWARD","Freshman",0,"Albert Park College","MELBOURNE, VICTORIA, AUSTRALIA",,"AUSTRALIA"
527,"Oral Roberts",4422,"Manaya Jones","Redshirt Senior","Memphis","Tenn","Raleigh-Egypt HS","Grand Canyon","6'4""","C","5","https://www.oruathletics.com/sports/womens-basketball/roster/manaya-jones/4422","2020-21","OK","Summit League","I",6,4,76,"CENTER",,"CENTER","Senior",1,"Raleigh-Egypt HS","MEMPHIS, TENN","TN","USA"
528,"Oregon St.",,"Aleah Goodman","Sr.","Milwaukie","Ore","La Salle",,"5' 9''","Guard","1","https://osubeavers.com/sports/womens-basketball/roster/aleah-goodman/8158","2020-21",,,,5,9,69,"GUARD",,"GUARD","Senior",0,"La Salle","MILWAUKIE, ORE","OR","USA"
528,"Oregon St.",,"Jelena Mitrovic","R-Fr.","Novi Sad","Serbia",,,"6' 9''","Forward/Center","12","https://osubeavers.com/sports/womens-basketball/roster/jelena-mitrovic/8161","2020-21",,,,6,9,81,"FORWARD","CENTER","FORWARD/CENTER","Freshman",1,,"NOVI SAD, SERBIA",,"SERBIA"
528,"Oregon St.",,"Sasha Goforth","Fr.","Fayetteville","Ark","Fayetteville HS",,"6' 1''","Guard","13","https://osubeavers.com/sports/womens-basketball/roster/sasha-goforth/8163","2020-21",,,,6,1,73,"GUARD",,"GUARD","Freshman",0,"Fayetteville HS","FAYETTEVILLE, ARK","AR","USA"
528,"Oregon St.",,"Andrea Aquino","R-So.","Caacupe","Paraguay",,,"6' 9''","Forward","2","https://osubeavers.com/sports/womens-basketball/roster/andrea-aquino/8155","2020-21",,,,6,9,81,"FORWARD",,"FORWARD","Sophomore",1,,"CAACUPE, PARAGUAY",,"PARAGUAY"
528,"Oregon St.",,"Ellie Mack","R-Sr.","Paoli","Pennsylvania","Conestoga HS",,"6' 3''","Forward","20","https://osubeavers.com/sports/womens-basketball/roster/ellie-mack/8165","2020-21",,,,6,3,75,"FORWARD",,"FORWARD","Senior",1,"Conestoga HS","PAOLI, PA","PA","USA"
528,"Oregon St.",,"Talia von Oelhoffen","Fr.","Tri-Cities","Wash","Chiawana HS",,"5' 11''","Guard","22","https://osubeavers.com/sports/womens-basketball/roster/talia-von%20oelhoffen/8417","2020-21",,,,5,11,71,"GUARD",,"GUARD","Freshman",0,"Chiawana HS","TRI CITIES, WASH","WA","USA"
528,"Oregon St.",,"Savannah Samuel","Fr.","Woodstock","Georgia","St. Francis HS",,"6' 1''","Guard","24","https://osubeavers.com/sports/womens-basketball/roster/savannah-samuel/8164","2020-21",,,,6,1,73,"GUARD",,"GUARD","Freshman",0,"St. Francis HS","WOODSTOCK, GA","GA","USA"
528,"Oregon St.",,"Noelle Mannen","R-So.","North Plains","Ore","Valley Catholic HS",,"5' 6''","Guard","4","https://osubeavers.com/sports/womens-basketball/roster/noelle-mannen/8160","2020-21",,,,5,6,66,"GUARD",,"GUARD","Sophomore",1,"Valley Catholic HS","NORTH PLAINS, ORE","OR","USA"
528,"Oregon St.",,"Jovana Subasic","R-Sr.","Sabac","Serbia",,,"6' 4''","Forward","41","https://osubeavers.com/sports/womens-basketball/roster/jovana-subasic/8166","2020-21",,,,6,4,76,"FORWARD",,"FORWARD","Senior",1,,"SABAC, SERBIA",,"SERBIA"
528,"Oregon St.",,"Kennedy Brown","So.","Derby","Kansas","Derby HS",,"6' 6''","Forward","42","https://osubeavers.com/sports/womens-basketball/roster/kennedy-brown/8156","2020-21",,,,6,6,78,"FORWARD",,"FORWARD","Sophomore",0,"Derby HS","DERBY, KANSAS","KS","USA"
528,"Oregon St.",,"Jasmine Simmons","Jr.","Mildura","Australia","Australian Institute of Sport",,"5' 11''","Guard","43","https://osubeavers.com/sports/womens-basketball/roster/jasmine-simmons/8162","2020-21",,,,5,11,71,"GUARD",,"GUARD","Junior",0,"Australian Institute of Sport","MILDURA, AUSTRALIA",,"AUSTRALIA"
528,"Oregon St.",,"Taylor Jones","So.","Forney","Texas","Dallas Christian HS",,"6' 4''","Forward","44","https://osubeavers.com/sports/womens-basketball/roster/taylor-jones/8159","2020-21",,,,6,4,76,"FORWARD",,"FORWARD","Sophomore",0,"Dallas Christian HS","FORNEY, TEXAS","TX","USA"
528,"Oregon St.",,"Taya Corosdale","R-Jr.","Bothell","Wash","Bothell HS",,"6' 3''","Forward","5","https://osubeavers.com/sports/womens-basketball/roster/taya-corosdale/8157","2020-21",,,,6,3,75,"FORWARD",,"FORWARD","Junior",1,"Bothell HS","BOTHELL, WASH","WA","USA"
529,"Oregon",10132,"Nyara Sabally","Redshirt Sophomore","Berlin","Germany","SLZB",,"6'5""","Forward","1","https://www.goducks.com/sports/womens-basketball/roster/nyara-sabally/10132","2020-21","OR","Pac-12","I",6,5,77,"FORWARD",,"FORWARD","Sophomore",1,"SLZB","BERLIN, GERMANY",,"GERMANY"
529,"Oregon",10134,"Arielle Wilson","Junior","Fayetteville","NC.","Northwood Temple Academy","Kilgore College","6'6""","Forward","10","https://www.goducks.com/sports/womens-basketball/roster/arielle-wilson/10134","2020-21","OR","Pac-12","I",6,6,78,"FORWARD",,"FORWARD","Junior",0,"Northwood Temple Academy","FAYETTEVILLE, NC","NC","USA"
529,"Oregon",10135,"Taylor Mikesell","Junior","Massillon","Ohio","Jackson HS","Maryland","5'11""","Guard","11","https://www.goducks.com/sports/womens-basketball/roster/taylor-mikesell/10135","2020-21","OR","Pac-12","I",5,11,71,"GUARD",,"GUARD","Junior",0,"Jackson HS","MASSILLON, OHIO","OH","USA"
529,"Oregon",10136,"Te-Hina Paopao","Freshman","Oceanside","Calif","La Jolla Country Day School",,"5'9""","Guard","12","https://www.goducks.com/sports/womens-basketball/roster/te-hina-paopao/10136","2020-21","OR","Pac-12","I",5,9,69,"GUARD",,"GUARD","Freshman",0,"La Jolla Country Day School","OCEANSIDE, CALIF","CA","USA"
529,"Oregon",10130,"Lydia Giomi","Senior","Seattle","Wash","West Seattle HS",,"6'6""","Forward","14","https://www.goducks.com/sports/womens-basketball/roster/lydia-giomi/10130","2020-21","OR","Pac-12","I",6,6,78,"FORWARD",,"FORWARD","Senior",0,"West Seattle HS","SEATTLE, WASH","WA","USA"
529,"Oregon",10128,"Erin Boley","Senior","Hodgenville","Kentucky","Elizabethtown HS","Notre Dame","6'2""","Forward","21","https://www.goducks.com/sports/womens-basketball/roster/erin-boley/10128","2020-21","OR","Pac-12","I",6,2,74,"FORWARD",,"FORWARD","Senior",0,"Elizabethtown HS","HODGENVILLE, KY","KY","USA"
529,"Oregon",10137,"Kylee Watson","Freshman","Linwood","NJ.","Mainland HS",,"6'4""","Forward","22","https://www.goducks.com/sports/womens-basketball/roster/kylee-watson/10137","2020-21","OR","Pac-12","I",6,4,76,"FORWARD",,"FORWARD","Freshman",0,"Mainland HS","LINWOOD, NJ","NJ","USA"
529,"Oregon",10138,"Maddie Scherr","Freshman","Florence","Kentucky","Ryle HS",,"5'11""","Guard","23","https://www.goducks.com/sports/womens-basketball/roster/maddie-scherr/10138","2020-21","OR","Pac-12","I",5,11,71,"GUARD",,"GUARD","Freshman",0,"Ryle HS","FLORENCE, KY","KY","USA"
529,"Oregon",10139,"Angela Dugalic","Freshman","Des Plaines","Ill","Maine West HS",,"6'4""","Forward","25","https://www.goducks.com/sports/womens-basketball/roster/angela-dugalic/10139","2020-21","OR","Pac-12","I",6,4,76,"FORWARD",,"FORWARD","Freshman",0,"Maine West HS","DES PLAINES, ILL","IL","USA"
529,"Oregon",10129,"Taylor Chavez","Junior","Surprise","Ariz","Valley Vista HS",,"5'10""","Guard","3","https://www.goducks.com/sports/womens-basketball/roster/taylor-chavez/10129","2020-21","OR","Pac-12","I",5,10,70,"GUARD",,"GUARD","Junior",0,"Valley Vista HS","SURPRISE, ARIZ","AZ","USA"
529,"Oregon",10131,"Sedona Prince","Redshirt Sophomore","Liberty Hill","Texas","Liberty Hill HS","Texas","6'7""","Forward","32","https://www.goducks.com/sports/womens-basketball/roster/sedona-prince/10131","2020-21","OR","Pac-12","I",6,7,79,"FORWARD",,"FORWARD","Sophomore",1,"Liberty Hill HS","LIBERTY HILL, TEXAS","TX","USA"
529,"Oregon",10140,"Sydney Parrish","Freshman","Fishers","Ind","Hamilton Southeastern HS",,"6'2""","Guard","33","https://www.goducks.com/sports/womens-basketball/roster/sydney-parrish/10140","2020-21","OR","Pac-12","I",6,2,74,"GUARD",,"GUARD","Freshman",0,"Hamilton Southeastern HS","FISHERS, IND","IN","USA"
529,"Oregon",10133,"Jaz Shelley","Sophomore","Moe","Australia","Berwick College",,"5'9""","Guard","4","https://www.goducks.com/sports/womens-basketball/roster/jaz-shelley/10133","2020-21","OR","Pac-12","I",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Berwick College","MOE, AUSTRALIA",,"AUSTRALIA"
530,"Oswego St.",19468,"Logan Castiglione","Junior","Waterloo","NY.","Waterloo",,"5'8""","G","1","https://www.oswegolakers.com/sports/womens-basketball/roster/logan-castiglione/19468","2020-21","NY","SUNYAC","III",5,8,68,"GUARD",,"GUARD","Junior",0,"Waterloo","WATERLOO, NY","NY","USA"
530,"Oswego St.",19467,"Claire Skowronski","Freshman","Youngstown","NY.","Lewiston-Porter",,"5'5""","G","11","https://www.oswegolakers.com/sports/womens-basketball/roster/claire-skowronski/19467","2020-21","NY","SUNYAC","III",5,5,65,"GUARD",,"GUARD","Freshman",0,"Lewiston-Porter","YOUNGSTOWN, NY","NY","USA"
530,"Oswego St.",19466,"Chastin Giles","Freshman","East Hampton","NY.","Pierson",,"5'3""","G","12","https://www.oswegolakers.com/sports/womens-basketball/roster/chastin-giles/19466","2020-21","NY","SUNYAC","III",5,3,63,"GUARD",,"GUARD","Freshman",0,"Pierson","EAST HAMPTON, NY","NY","USA"
530,"Oswego St.",19462,"Taylor Torchia","Senior","Utica","NY.","New Hartford",,"5'4""","G","15","https://www.oswegolakers.com/sports/womens-basketball/roster/taylor-torchia/19462","2020-21","NY","SUNYAC","III",5,4,64,"GUARD",,"GUARD","Senior",0,"New Hartford","UTICA, NY","NY","USA"
530,"Oswego St.",19456,"Peyton Daeffler","Sophomore","Macedon","NY.","Macedon-Gananda",,"5'9""","G","21","https://www.oswegolakers.com/sports/womens-basketball/roster/peyton-daeffler/19456","2020-21","NY","SUNYAC","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Macedon-Gananda","MACEDON, NY","NY","USA"
